PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Shen, Junwei; Jia, Wenwen; Yu, Yangyang; Chen, Jie; Cao, Xinkai; Du, Yanhua; Zhang, Xiaobai; Zhu, Songcheng; Chen, Wen; Xi, Jiajie; Wei, Tingyi; Wang, Guiying; Yuan, Detian; Duan, Tao; Jiang, Cizhong; Kang, Jiuhong								Pwp1 Is Required for the Differentiation Potential of Mouse Embryonic Stem Cells Through Regulating Stat3 Signaling								STEM CELLS				33	3			661	673		10.1002/stem.1876				MAR 2015	2015	Leukemia inhibitory factor/ Stat3 signaling is critical for maintaining the self- renewal and differentiation potential of mouse embryonic stem cells (mESCs). However, the upstream effectors of this pathway have not been clearly defined. Here, we show that periodic tryptophan protein 1 (Pwp1), a WD-40 repeat-containing protein associated with histone H4 modification, is required for the exit of mESCs from the pluripotent state into all lineages. Knockdown (KD) of Pwp1 does not affect mESC proliferation, self-renewal, or apoptosis. However, KD of Pwp1 impairs the differentiation potential of mESCs both in vitro and in vivo. PWP1 chromatin immunoprecipitation-seq results revealed that the PWP1-occupied regions were marked with significant levels of H4K20me3. Moreover, Pwp1 binds to sites in the upstream region of Stat3. KD of Pwp1 decreases the level of H4K20me3 in the upstream region of Stat3 gene and upregulates the expression of Stat3. Furthermore, Pwp1 KD mESCs recover their differentiation potential through suppressing the expression of Stat3 or inhibiting the tyrosine phosphorylation of STAT3. Together, our results suggest that Pwp1 plays important roles in the differentiation potential of mESCs.									9	0	0	0	7	0	9	0	16	1066-5099	1549-4918		WOS:000349849000004	25335925	
J	Tao, Yu; Zheng, Weisheng; Jiang, Yonghua; Ding, Guitao; Hou, Xinfeng; Tang, Yitao; Li, Yueying; Gao, Shuai; Chang, Gang; Zhang, Xiaobai; Liu, Wenqiang; Kou, Xiaochen; Wang, Hong; Jiang, Cizhong; Gao, Shaorong								Nucleosome organizations in induced pluripotent stem cells reprogrammed from somatic cells belonging to three different germ layers								BMC BIOLOGY				12						109	10.1186/s12915-014-0109-x				NOV 21 2014	2014	Background: Nucleosome organization determines the chromatin state, which in turn controls gene expression or silencing. Nucleosome remodeling occurs during somatic cell reprogramming, but it is still unclear to what degree the re-established nucleosome organization of induced pluripotent stem cells (iPSCs) resembles embryonic stem cells (ESCs), and whether the iPSCs inherit some residual gene expression from the parental fibroblast cells.Results: We generated genome-wide nucleosome maps in mouse ESCs and in iPSCs reprogrammed from somatic cells belonging to three different germ layers using a secondary reprogramming system. Pairwise comparisons showed that the nucleosome organizations in the iPSCs, regardless of the iPSCs' tissue of origin, were nearly identical to the ESCs, but distinct from mouse embryonic fibroblasts (MEF). There is a canonical nucleosome arrangement of -1, nucleosome depletion region, + 1, + 2, + 3, and so on nucleosomes around the transcription start sites of active genes whereas only a nucleosome occupies silent transcriptional units. Transcription factor binding sites possessed characteristic nucleosomal architecture, such that their access was governed by the rotational and translational settings of the nucleosome. Interestingly, the tissue-specific genes were highly expressed only in the parental somatic cells of the corresponding iPS cell line before reprogramming, but had a similar expression level in all the resultant iPSCs and ESCs.Conclusions: The re-established nucleosome landscape during nuclear reprogramming provides a conserved setting for accessibility of DNA sequences in mouse pluripotent stem cells. No persistent residual expression program or nucleosome positioning of the parental somatic cells that reflected their tissue of origin was passed on to the resulting mouse iPSCs.									7	2	0	0	7	0	8	1	14	1741-7007			WOS:000348151900001	25528259	
J	Yin, Rong; Gu, Liang; Li, Min; Jiang, Cizhong; Cao, Tongcheng; Zhang, Xiaobai								Gene Expression Profiling Analysis of Bisphenol A-Induced Perturbation in Biological Processes in ER-Negative HEK293 Cells								PLOS ONE				9	6					e98635	10.1371/journal.pone.0098635				JUN 5 2014	2014	Bisphenol A (BPA) is an environmental endocrine disruptor which has been detected in human bodies. Many studies have implied that BPA exposure is harmful to human health. Previous studies mainly focused on BPA effects on estrogen receptor (ER)-positive cells. Genome-wide impacts of BPA on gene expression in ER-negative cells is unclear. In this study, we performed RNA-seq to characterize BPA-induced cellular and molecular impacts on ER-negative HEK293 cells. The microscopic observation showed that low-dose BPA exposure did not affect cell viability and morphology. Gene expression profiling analysis identified a list of differentially expressed genes in response to BPA exposure in HEK293 cells. These genes were involved in variable important biological processes including ion transport, cysteine metabolic process, apoptosis, DNA damage repair, etc. Notably, BPA up-regulated the expression of ERCC5 encoding a DNA endonuclease for nucleotide-excision repair. Further electrochemical experiment showed that BPA induced significant DNA damage in ER-positive MCF-7 cells but not in ER-negative HEK293 cells. Collectively, our study revealed that ER-negative HEK293 cells employed mechanisms in response to BPA exposure different from ER-positive cells.									10	0	2	0	11	0	13	0	26	1932-6203			WOS:000336841400041	24901218	
J	Li, Min; Liu, Zhenping; Gu, Liang; Yin, Rong; Li, Huarong; Zhang, Xiaobai; Cao, Tongcheng; Jiang, Cizhong								Toxic effects of decabromodiphenyl ether (BDE-209) on human embryonic kidney cells								FRONTIERS IN GENETICS				5						UNSP 118	10.3389/fgene.2014.00118				MAY 6 2014	2014	Polybrominated diphenyl ethers (PBDEs) are widely used as flame-retardant additives in consumer and household products and can escape into the environment over time. PBDEs have become a global environmental organic pollutant due to the properties of persistence, toxicity, and bioaccumulation. The well-studied toxic effects of PBDEs mainly include thyroid hormone disruption and neurotoxicity. There is no consistent conclusions on the carcinogenic potential of PBDEs to date. Here, we explored the toxic effects of BDE-209 on human embryonic kidney cells (HEK293T). The comparison of the gene expression profiles of HEK293T cells with BDE-209 treatment and the negative control found that BDE-209 exposure may alter nucleosome organization through significantly changing the expression of histone gene clusters. The remodeled chromatin structure could further disturb systemic lupus erythematosus as one of the toxic effects of BDE-209. Additionally, gene sets of different cancer modules are positively correlated with BDE-209 exposure. This suggests that BDE-209 has carcinogenic potential for a variety of tumors. Collectively, BDE-209 has a broader toxicity not limited to disruption of thyroid hormone-related biological processes. Notably, the toxic effects of BDE-209 dissolved in dimethyl sulfoxide (DMSO) is not the simply additive effects of BDE-209 and DMSO alone.									13	2	0	0	6	0	15	1	22		1664-8021		WOS:000347056800002	24834073	
J	Li, Dong; Xie, Kun; Ding, Guitao; Li, Jie; Chen, Kaiming; Li, Hongwen; Qian, Jie; Jiang, Cizhong; Fang, Jianmin								Tumor resistance to anti-VEGF therapy through up-regulation of VEGF-C expression								CANCER LETTERS				346	1			45	52		10.1016/j.canlet.2013.12.004				APR 28 2014	2014	Increasing evidence has indicated that prolonged use of anti-VEGF (vascular endothelial growth factor) agents for cancer therapy promotes tumor resistance. To gain insight into the molecular mechanism underlying resistance to anti-VEGF therapy, we developed a mouse Lewis lung carcinoma (LLC) cell line that is resistant to treatment with a potent VEGF inhibitor, VEGF-Trap, through repeated in vivo selection. We compared the transcriptome profiles of resistant and non-resistant tumor cells using RNA-seq analysis. VEGF-C was significantly up-regulated in resistant tumor cells, as determined by quantitative real-time PCR and immunohistochemical analyses. Inhibition of VEGF-C in resistant cells suppressed endothelial cell migration in vitro and partially restored sensitivity to VEGF-Trap treatment in vivo. Our findings indicate that tumors may develop resistance to anti-VEGF therapy by activating the VEGF-C pathway. (C) 2013 Elsevier Ireland Ltd. All rights reserved.									28	4	0	0	24	0	32	1	31	0304-3835	1872-7980		WOS:000334017000006	24333721	
J	Hu, Xinyang; Wu, Rongrong; Shehadeh, Lina A.; Zhou, Qing; Jiang, Cizhong; Huang, Xin; Zhang, Ling; Gao, Feng; Liu, Xianbao; Yu, Hong; Webster, Keith A.; Wang, Jian'an								Severe hypoxia exerts parallel and cell-specific regulation of gene expression and alternative splicing in human mesenchymal stem cells								BMC GENOMICS				15						303	10.1186/1471-2164-15-303				APR 23 2014	2014	Background: The endosteum of the bone marrow provides a specialized hypoxic niche that may serve to preserve the integrity, pluripotency, longevity and stemness of resident mesenchymal stem cells (MSCs). To explore the molecular genetic consequences of such a niche we subjected human (h) MSCs to a pO(2) of 4 mmHg and analyzed global gene expression and alternative splicing (AS) by genome-exon microarray and RT-qPCR, and phenotype by western blot and immunostaining.Results: Out of 446 genes differentially regulated by >2.5-fold, down-regulated genes outnumbered up-regulated genes by 243:203. Exon analyses revealed 60 hypoxia-regulated AS events with splice indices (SI) >1.0 from 53 genes and a correlation between high SI and degree of transcript regulation. Parallel analyses of a publicly available AS study on human umbilical vein endothelial cells (HUVECs)showed that there was a strong cell-specific component with only 11 genes commonly regulated in hMSCs and HUVECs and 17 common differentially spliced genes. Only 3 genes were differentially responsive to hypoxia at the gene (>2.0) and AS levels in both cell types. Functional assignments revealed unique profiles of gene expression with complex regulation of differentiation, extracellular matrix, intermediate filament and metabolic marker genes. Antioxidant genes, striated muscle genes and insulin/IGF-1 signaling intermediates were down-regulated. There was a coordinate induction of 9 out of 12 acidic keratins that along with other epithelial and cell adhesion markers implies a partial mesenchymal to epithelial transition.Conclusions: We conclude that severe hypoxia confers a quiescent phenotype in hMSCs that is reflected by both the transcriptome profile and gene-specific changes of splicosome actions. The results reveal that severe hypoxia imposes markedly different patterns of gene regulation of MSCs compared with more moderate hypoxia. This is the first study to report hypoxia-regulation of AS in stem/progenitor cells and the first molecular genetic characterization of MSC in a hypoxia-induced quiescent immobile state.									26	0	0	0	20	0	26	0	12	1471-2164			WOS:000335600000001	24758227	
J	Huang, Biao; Jiang, Cizhong; Zhang, Rongxin								Epigenetics: the language of the cell?								EPIGENOMICS				6	1			73	88		10.2217/epi.13.72				FEB 2014	2014	Epigenetics is one of the most rapidly developing fields of biological research. Breakthroughs in several technologies have enabled the possibility of genome-wide epigenetic research, for example the mapping of human genome-wide DNA methylation. In addition, with the development of various high-throughput and high-resolution sequencing technologies, a large number of functional noncoding RNAs have been identified. Massive studies indicated that these functional ncRNA also play an important role in epigenetics. In this review, we gain inspiration from the recent proposal of the ceRNAs hypothesis. This hypothesis proposes that miRNAs act as a language of communication. Accordingly, we further deduce that all of epigenetics may functionally acquire such a unique language characteristic. In summary, various epigenetic markers may not only participate in regulating cellular processes, but they may also act as the intracellular language' of communication and are involved in extensive information exchanges within cell.									34	3	0	0	20	1	38	0	24	1750-1911	1750-192X		WOS:000332017100012	24579948	
J	Lin, Jiannan; Chen, Guangfeng; Gu, Liang; Shen, Yuefeng; Zheng, Meizhu; Zheng, Weisheng; Hu, Xinjie; Zhang, Xiaobai; Qiu, Yu; Liu, Xiaoqing; Jiang, Cizhong								Phylogenetic affinity of tree shrews to Glires is attributed to fast evolution rate								MOLECULAR PHYLOGENETICS AND EVOLUTION				71				193	200		10.1016/j.ympev.2013.12.001				FEB 2014	2014	Previous phylogenetic analyses have led to incongruent evolutionary relationships between tree shrews and other suborders of Euarchontoglires. What caused the incongruence remains elusive. In this study, we identified 6845 orthologous genes between seventeen placental mammals. Tree shrews and Primates were monophyletic in the phylogenetic trees derived from the first or/and second codon positions whereas tree shrews and Glires formed a monophyly in the trees derived from the third or all codon positions. The same topology was obtained in the phylogeny inference using the slowly and fast evolving genes, respectively. This incongruence was likely attributed to the fast substitution rate in tree shrews and Glires. Notably, sequence GC content only was not informative to resolve the controversial phylogenetic relationships between tree shrews, Glires, and Primates. Finally, estimation in the confidence of the tree selection strongly supported the phylogenetic affiliation of tree shrews to Primates as a monophyly. (C) 2013 Elsevier Inc. All rights reserved.									15	1	0	0	13	0	15	1	23	1055-7903	1095-9513		WOS:000330086000015	24333622	
J	Shi, Jiejun; Zheng, Meizhu; Ye, Youqiong; Li, Min; Chen, Xiaolong; Hu, Xinjie; Sun, Jin; Zhang, Xiaobai; Jiang, Cizhong				Shi, Jiejun/P-3329-2019	Shi, Jiejun/0000-0001-9777-1183; Ye, Youqiong/0000-0001-8332-4710			Drosophila Brahma complex remodels nucleosome organizations in multiple aspects								NUCLEIC ACIDS RESEARCH				42	15			9730	9739		10.1093/nar/gku717				2014	2014	ATP-dependent chromatin remodeling complexes regulate nucleosome organizations. In Drosophila, gene Brm encodes the core Brahma complex, the ATPase subunit of SWI/SNF class of chromatin remodelers. Its role in modulating the nucleosome landscape in vivo is unclear. In this study, we knocked down Brm in Drosophila third instar larvae to explore the changes in nucleosome profiles and global gene transcription. The results show that Brm knockdown leads to nucleosome occupancy changes throughout the entire genome with a bias in occupancy decrease. In contrast, the knockdown has limited impacts on nucleosome position shift. The knockdown also alters another important physical property of nucleosome positioning, fuzziness. Nucleosome position shift, gain or loss and fuzziness changes are all enriched in promoter regions. Nucleosome arrays around the 5' ends of genes are reorganized in five patterns as a result of Brm knockdown. Intriguingly, the concomitant changes in the genes adjacent to the Brahma-dependent remodeling regions have important roles in development and morphogenesis. Further analyses reveal abundance of AT-rich motifs for transcription factors in the remodeling regions.									10	0	0	0	10	0	10	0	11	0305-1048	1362-4962		WOS:000343220300023	25081211	
J	Dai, Xiuqin; Jiang, Weijian; Zhang, Qingquan; Xu, Lian; Geng, Peng; Zhuang, Shaowei; Petrich, Brian G.; Jiang, Cizhong; Peng, Luying; Bhattacharya, Shoumo; Evans, Sylvia M.; Sun, Yunfu; Chen, Ju; Liang, Xingqun				Evans, Sylvia/G-1980-2015; Chen, Ju/E-5579-2011	Liang, Xingqun/0000-0002-3114-7799; Bhattacharya, Shoumo/0000-0002-5571-0478			Requirement for integrin-linked kinase in neural crest migration and differentiation and outflow tract morphogenesis								BMC BIOLOGY				11						107	10.1186/1741-7007-11-107				OCT 16 2013	2013	Background: Neural crest defects lead to congenital heart disease involving outflow tract malformation. Integrin-linked-kinase (ILK) plays important roles in multiple cellular processes and embryogenesis. ILK is expressed in the neural crest, but its role in neural crest and outflow tract morphogenesis remains unknown. Results: We ablated ILK specifically in the neural crest using the Wnt1-Cre transgene. ILK ablation resulted in abnormal migration and overpopulation of neural crest cells in the pharyngeal arches and outflow tract and a significant reduction in the expression of neural cell adhesion molecule (NCAM) and extracellular matrix components. ILK mutant embryos exhibited an enlarged common arterial trunk and ventricular septal defect. Reduced smooth muscle differentiation, but increased ossification and neurogenesis/innervation were observed in ILK mutant outflow tract that may partly be due to reduced transforming growth factor beta 2 (TGF beta 2) but increased bone morphogenetic protein (BMP) signaling. Consistent with these observations, microarray analysis of fluorescence-activated cell sorting (FACS)-sorted neural crest cells revealed reduced expression of genes associated with muscle differentiation, but increased expression of genes of neurogenesis and osteogenesis. Conclusions: Our results demonstrate that ILK plays essential roles in neural crest and outflow tract development by mediating complex crosstalk between cell matrix and multiple signaling pathways. Changes in these pathways may collectively result in the unique neural crest and outflow tract phenotypes observed in ILK mutants.									14	1	0	0	11	0	15	1	23	1741-7007			WOS:000328400200001	24131868	
J	Chen, Guangfeng; Shi, Xiujuan; Sun, Chen; Li, Min; Zhou, Qing; Zhang, Chen; Huang, Jun; Qiu, Yu; Wen, Xiangyi; Zhang, Yan; Zhang, Yushan; Yang, Shuzhang; Lu, Lixia; Zhang, Jieping; Yuan, Qionglan; Lu, Jianwei; Xu, Guotong; Xue, Yunyun; Jin, Zibing; Jiang, Cizhong; Ying, Ming; Liu, Xiaoqing				Jin, Zi-Bing/J-6810-2014; Jin, Zi-Bing/AAE-4106-2019	Jin, Zi-Bing/0000-0003-0515-698X; Jin, Zi-Bing/0000-0003-0515-698X			VEGF-Mediated Proliferation of Human Adipose Tissue-Derived Stem Cells								PLOS ONE				8	10					e73673	10.1371/journal.pone.0073673				OCT 3 2013	2013	Human adipose tissue-derived stem cells (ADSCs) are an attractive multipotent stem cell source with therapeutic applicability across diverse fields for the repair and regeneration of acute and chronically damaged tissues. In recent years, there has been increasing interest in ADSC for tissue engineering applications. However, the mechanisms underlying the regulation of ADSC proliferation are not fully understood. Here we show that 47 transcripts are up-regulated while 23 are down-regulated in ADSC compared to terminally differentiated cells based on global mRNA profiling and microRNA profiling. Among the up-regulated genes, the expression of vascular endothelial growth factor (VEGF) is fine-tuned by miR-199a-5p. Further investigation indicates that VEGF accelerates ADSC proliferation whereas the multipotency of ADSC remains stable in terms of adipogenic, chondrogenic and osteogenic potentials after VEGF treatment, suggesting that VEGF may serve as an excellent supplement for accelerating ADSC proliferation during in vitro expansion.									21	2	0	0	18	0	23	0	19	1932-6203			WOS:000325483600002	24098328	
J	Huang, Kaimeng; Jia, Jinping; Wu, Changwei; Yao, Mingze; Li, Min; Jin, Jingji; Jiang, Cizhong; Cai, Yong; Pei, Duanqing; Pan, Guangjin; Yao, Hongjie				Huang, Kaimeng/K-6572-2014	Huang, Kaimeng/0000-0002-0552-209X			Ribosomal RNA Gene Transcription Mediated by the Master Genome Regulator Protein CCCTC-binding Factor (CTCF) Is Negatively Regulated by the Condensin Complex								JOURNAL OF BIOLOGICAL CHEMISTRY				288	36			26067	26077		10.1074/jbc.M113.486175				SEP 6 2013	2013	CCCTC-binding factor (CTCF) is a ubiquitously expressed "master weaver" and plays multiple functions in the genome, including transcriptional activation/repression, chromatin insulation, imprinting, X chromosome inactivation, and high-order chromatin organization. It has been shown that CTCF facilitates the recruitment of the upstream binding factor onto ribosomal DNA (rDNA) and regulates the local epigenetic state of rDNA repeats. However, the mechanism by which CTCF modulates rRNA gene transcription has not been well understood. Here we found that wild-type CTCF augments the pre-rRNA level, cell size, and cell growth in cervical cancer cells. In contrast, RNA interference-mediated knockdown of CTCF reduced pre-rRNA transcription. CTCF positively regulates rRNA gene transcription in a RNA polymerase I-dependent manner. We identified an RRGR motif as a putative nucleolar localization sequence in the C-terminal region of CTCF that is required for activating rRNA gene transcription. Using mass spectrometry, we identified SMC2 and SMC4, two subunits of condensin complexes that interact with CTCF. Condensin negatively regulates CTCF-mediated rRNA gene transcription. Knockdown of SMC2 expression significantly facilitates the loading of CTCF and the upstream binding factor onto the rDNA locus and increases histone acetylation across the rDNA locus. Taken together, our study suggests that condensin competes with CTCF in binding to a specific rDNA locus and negatively regulates CTCF-mediated rRNA gene transcription.									32	0	0	0	33	0	33	0	19		1083-351X		WOS:000330623300036	23884423	
J	Shi, Jiejun; Hu, Jian; Zhou, Qing; Du, Yanhua; Jiang, Cizhong				Shi, Jiejun/P-3329-2019	Shi, Jiejun/0000-0001-9777-1183			PEpiD: A Prostate Epigenetic Database in Mammals								PLOS ONE				8	5					e64289	10.1371/journal.pone.0064289				MAY 16 2013	2013	Epigenetic mechanisms play key roles in initiation and progression of prostate cancer by changing gene expression. The Prostate Epigenetic Database (PEpiD: http://wukong.tongji.edu.cn/pepid) archives the three extensively characterized epigenetic mechanisms DNA methylation, histone modification, and microRNA implicated in prostate cancer of human, mouse, and rat. PEpiD uses a distinct color scheme to present the three types of epigenetic data and provides a user-friendly interface for flexible query. The retrieved information includes Refseq ID, gene symbol, gene alias, genomic loci of epigenetic changes, tissue source, experimental method, and supportive references. The change of histone modification (hyper or hypo) and the corresponding gene expression change (up or down) are also indicated. A graphic view of DNA methylation with exon-intron structure and predicted CpG islands is provided as well. Moreover, the prostate-related ENCODE tracks (DNA methylation, histone modifications, chromatin remodelers), and other key transcription factors with reported roles in prostate are displayed in the browser as well. The reversibility of epigenetic aberrations has made them potential markers for diagnosis and prognosis, and targets for treatment of cancers. This curated information will improve our understanding of epigenetic mechanisms of gene regulation in prostate cancer, and serve as an important resource for epigenetic research in prostate cancer.									8	0	0	0	7	0	8	0	3	1932-6203			WOS:000319081900081	23696878	
J	Tang, Yitao; Dong, Shan; Cao, Xinkai; Zhou, Qing; Ding, Guitao; Jiang, Cizhong					Dong, Shan/0000-0001-9130-0225			H2A.Z Nucleosome Positioning Has No Impact on Genetic Variation in Drosophila Genome								PLOS ONE				8	3					e58295	10.1371/journal.pone.0058295				MAR 5 2013	2013	Nucleosome occupancy results in complex sequence variation rate heterogeneity by either increasing mutation rate or inhibiting DNA repair in yeast, fish, and human. H2A.Z nucleosome is extensively involved in gene transcription activation and regulation. To test whether H2A.Z nucleosome has the similar impact on sequence variability in the Drosophila genome, we profiled the H2A.Z nucleosome occupancy and sequence variation rate at gene ends and splicing sites. Consistent with previous studies, H2A.Z nucleosome positioning helps to demarcate the borders of exons. Nucleosome occupancy is anticorrelated with sequence divergence rate in the regions flanking transcription start sites and splicing sites. However, there is no rate heterogeneity between the linker DNA and H2A.Z nucleosomal DNA regardless of nucleosome occupancy, fuzziness, positioning in promoter, coding, and intergenic regions, young or old genes. But the rate at intergenic nucleosomes and the flanking linker regions is higher than that at the genic counterparts. Further analyses found that the high sequence divergence rate in the promoter regions that are usually nucleosome depleted regions may be likely resulted from the high mutation rate in the enriched tandem repeats. Interestingly, within nucleosomes spanning splicing sites, sequence variability of nucleosomal DNA significantly increases from the end within exons to the other end protruding into introns. The relaxed functional constraint in introns contributes to the high rate of nucleosomal DNA residing in introns while the strict functional constraint in exons maintains the low rate of nucleosomal DNA residing in exons. Taken together, H2A.Z nucleosome occupancy has no effect on sequence variability of Drosophila genome, which is likely determined by local sequence composition and the concomitant selection pressure.									1	0	0	0	1	0	1	0	6	1932-6203			WOS:000315637900120	23472174	
J	Zhang, Xiaobai; Shen, Yuefeng; Ding, Guitao; Tian, Yi; Liu, Zhenping; Li, Bing; Wang, Yun; Jiang, Cizhong								TFPP: An SVM-Based Tool for Recognizing Flagellar Proteins in Trypanosoma brucei								PLOS ONE				8	1					e54032	10.1371/journal.pone.0054032				JAN 17 2013	2013	Trypanosoma brucei is a unicellular flagellated eukaryotic parasite that causes African trypanosomiasis in human and domestic animals with devastating health and economic consequences. Recent studies have revealed the important roles of the single flagellum of T. brucei in many aspects, especially that the flagellar motility is required for the viability of the bloodstream form T. brucei, suggesting that impairment of the flagellar function may provide a promising cure for African sleeping sickness. Knowing the flagellum proteome is crucial to study the molecular mechanism of the flagellar functions. Here we present a novel computational method for identifying flagellar proteins in T. brucei, called trypanosome flagellar protein predictor (TFPP). TFPP was developed based on a list of selected discriminating features derived from protein sequences, and could predict flagellar proteins with similar to 92% specificity at a similar to 84% sensitivity rate. Applied to the whole T. brucei proteome, TFPP reveals 811 more flagellar proteins with high confidence, suggesting that the flagellar proteome covers similar to 10% of the whole proteome. Comparison of the expression profiles of the whole T. brucei proteome at three typical life cycle stages found that similar to 45% of the flagellar proteins were significantly changed in expression levels between the three life cycle stages, indicating life cycle stage-specific regulation of flagellar functions in T. brucei. Overall, our study demonstrated that TFPP is highly effective in identifying flagellar proteins and could provide opportunities to study the trypanosome flagellar proteome systematically. Furthermore, the web server for TFPP can be freely accessed at http:/wukong.tongji.edu.cn/tfpp.									1	0	0	0	1	0	1	0	19	1932-6203			WOS:000313738900033	23349782	
J	Guo, Xudong; Liu, Qidong; Wang, Guiying; Zhu, Songcheng; Gao, Longfei; Hong, Wujun; Chen, Yafang; Wu, Minjuan; Liu, Houqi; Jiang, Cizhong; Kang, Jiuhong								microRNA-29b is a novel mediator of Sox2 function in the regulation of somatic cell reprogramming								CELL RESEARCH				23	1	SI		142	156		10.1038/cr.2012.180				JAN 2013	2013	Fibroblasts can be reprogrammed into induced pluripotent stem cells (iPSCs) by the application of Yamanaka factors (OSKM), but the mechanisms underlying this reprogramming remain poorly understood. Here, we report that Sox2 directly regulates endogenous microRNA-29b (miR-29b) expression during iPSC generation and that miR-29b expression is required for OSKM- and OSK-mediated reprogramming. Mechanistic studies show that Dnmt3a and Dnmt3b are in vivo targets of miR-29b and that Dnmt3a and Dnmt3b expression is inversely correlated with miR-29b expression during reprogramming. Moreover, the effect of miR-29b on reprogramming can be blocked by Dnmt3a or Dnmt3b overexpression. Further experiments indicate that miR-29b-DNMT signaling is significantly involved in the regulation of DNA methylation-related reprogramming events, such as mesenchymal-to-epithelial transition (MET) and Dlk1-Dio3 region transcription. Thus, our studies not only reveal that miR-29b is a novel mediator of reprogramming factor Sox2 but also provide evidence for a multistep mechanism in which Sox2 drives a miR-29b-DNMT signaling axis that regulates DNA methylation-related events during reprogramming.									63	3	0	0	60	0	64	0	35	1001-0602	1748-7838		WOS:000313194700017	23266889	
J	Bao, Jianqiang; Li, Ding; Wang, Li; Wu, Jingwen; Hu, Yanqin; Wang, Zhugang; Chen, Yan; Cao, Xinkai; Jiang, Cizhong; Yan, Wei; Xu, Chen				Yan, Wei/AAH-7943-2019; Bao, Jianqiang/G-9184-2016	Bao, Jianqiang/0000-0003-1248-2687; Chen, Yan/0000-0001-5325-1151			MicroRNA-449 and MicroRNA-34b/c Function Redundantly in Murine Testes by Targeting E2F Transcription Factor-Retinoblastoma Protein (E2F-pRb) Pathway								JOURNAL OF BIOLOGICAL CHEMISTRY				287	26			21686	21698		10.1074/jbc.M111.328054				JUN 22 2012	2012	MicroRNAs (miRNAs) mainly function as post-transcriptional regulators and are involved in a wide range of physiological and pathophysiological processes such as cell proliferation, differentiation, apoptosis, and tumorigenesis. Mouse testes express a large number of miRNAs. However, the physiological roles of these testicular miRNAs remain largely unknown. Using microarray and quantitative real time PCR assays, we identified that miRNAs of the microRNA-449 (miR-449) cluster were preferentially expressed in the mouse testis, and their levels were drastically up-regulated upon meiotic initiation during testicular development and in adult spermatogenesis. The expression pattern of the miR-449 cluster resembled that of microRNA-34b/c (miR-34b/c) during spermatogenesis. Further analyses identified that cAMP-responsive element modulator tau and SOX5, two transcription factors essential for regulating male germ cell gene expression, acted as the upstream transactivators to stimulate the expression of the miR-449 cluster in mouse testes. Despite its abundant expression in testicular germ cells, miR-449-null male mice developed normally and exhibited normal spermatogenesis and fertility. Our data further demonstrated that miR-449 shared a cohort of target genes that belong to the E2F transcription factor-retinoblastoma protein pathway with the miR-34 family, and levels of miR-34b/c were significantly up-regulated in miR-449-null testes. Taken together, our data suggest that the miR-449 cluster and miR-34b/c function redundantly in the regulation of male germ cell development in murine testes.									116	15	0	0	102	1	128	1	16		1083-351X		WOS:000306418600011	22570483	
J	Chang, Gue Su; Noegel, Angelika A.; Mavrich, Travis N.; Mueller, Rolf; Tomsho, Lynn; Ward, Elissa; Felder, Marius; Jiang, Cizhong; Eichinger, Ludwig; Gloeckner, Gernot; Schuster, Stephan C.; Pugh, B. Franklin				Glockner, Gernot/A-7800-2010	Glockner, Gernot/0000-0002-9061-1061; Eichinger, Ludwig/0000-0003-1594-6117; Mavrich, Travis/0000-0001-9252-5020			Unusual combinatorial involvement of poly-A/T tracts in organizing genes and chromatin in Dictyostelium								GENOME RESEARCH				22	6			1098	1106		10.1101/gr.131649.111				JUN 2012	2012	Dictyostelium discoideum is an amoebozoa that exists in both a free-living unicellular and a multicellular form. It is situated in a deep branch in the evolutionary tree and is particularly noteworthy in having a very A/T-rich genome. Dictyostelium provides an ideal system to examine the extreme to which nucleotide bias may be employed in organizing promoters, genes, and nucleosomes across a genome. We find that Dictyostelium genes are demarcated precisely at their 5' ends by poly-T tracts and precisely at their 3' ends by poly-A tracts. These tracts are also associated with nucleosome-free regions and are embedded with precisely positioned TATA boxes. Homo- and heteropolymeric tracts of A and T demarcate nucleosome border regions. Together, these findings reveal the presence of a variety of functionally distinct polymeric A/T elements. Strikingly, Dictyostelium chromatin may be organized in di-nucleosome units but is otherwise organized as in animals. This includes a +1 nucleosome in a position that predicts the presence of a paused RNA polymerase II. Indeed, we find a strong phylogenetic relationship between the presence of the NELF pausing factor and positioning of the +1 nucleosome. Pausing and +1 nucleosome positioning may have coevolved in animals.									22	0	0	0	22	0	23	0	7	1088-9051			WOS:000304728100011	22434426	
